gene_symbol,liver_tpm
C4orf19,10.8247
RRP9,10.8232
FNIP2,10.8134
CAPN15,10.8126
HEBP2,10.8107
SUPT16H,10.8076
CPD,10.8064
FAM160B1,10.802
AGMO,10.7969
PISD,10.7949
TEF,10.785
TBC1D10B,10.7791
SLC20A2,10.7778
DDX27,10.7746
ELP2,10.7742
USP12,10.7723
GTF3C2,10.7681
UBA2,10.7623
RFC2,10.7564
SYNE4,10.7519
GFPT1,10.7505
CNOT1,10.7501
SUSD3,10.7487
NCOR2,10.734
HMGXB3,10.7329
RHPN2,10.7276
AUH,10.7258
EPS8,10.7235
MFSD10,10.7133
MICALL2,10.7112
FAM83H,10.7093
CDK11B,10.7018
CSNK1E,10.6953
HIST2H2BE,10.6876
CRB3,10.6845
SNAPC5,10.6836
DDX46,10.6803
VPS36,10.6752
DCTN3,10.6646
CCDC71L,10.6641
NUP85,10.6639
CNOT8,10.6624
FLVCR2,10.6623
URGCP,10.6621
GDE1,10.6612
RASSF1,10.6505
LRRC41,10.6421
OCRL,10.6405
HTRA2,10.6398
WRNIP1,10.6374
PCIF1,10.6282
DPF2,10.6254
KIAA1147,10.6181
RFXANK,10.6173
TAX1BP1,10.6098
MKRN2,10.6074
TBK1,10.6025
NMI,10.5971
RMND5B,10.597
TTC4,10.5968
RP11-115C10.1,10.5957
DRG2,10.595
BOLA1,10.5891
GTF2A2,10.5833
ZNRF2,10.5808
CUX2,10.5806
GPKOW,10.5781
UTP18,10.5758
MYRF,10.5713
SYF2,10.5674
MTMR14,10.5623
FOSL2,10.5596
BAZ1B,10.5568
PAPD4,10.5524
MRGBP,10.5497
USP40,10.5486
C6orf120,10.5481
ATOH8,10.5424
ZC3H7A,10.5398
EHD1,10.53
PLA2G12A,10.525
ISCA1,10.5229
EXOSC7,10.5209
NPIPP1,10.5192
PDXK,10.5175
MGP,10.5121
FAM171A1,10.5114
ETNK1,10.508
SLC35C2,10.5075
RP4-639F20.1,10.5028
ACOX3,10.4995
PARP12,10.4983
IFT43,10.4964
MICU2,10.4931
CSNK2A1,10.4884
LINC00526,10.4846
MEF2A,10.4845
SBDSP1,10.476
BCAT2,10.4759
SNRPB2,10.4755
INAFM1,10.4742
WASHC4,10.4711
PPT2,10.4682
ALKBH2,10.4617
TAPBPL,10.4596
RBM38,10.4577
CYFIP1,10.4568
CDK11A,10.4517
TADA1,10.4506
SPAG9,10.4473
IFRD1,10.4458
RRAS2,10.4446
TXNDC15,10.4343
CLDN15,10.4317
PI4K2A,10.4315
NUDT21,10.4286
GPHN,10.4285
TXNL4A,10.4239
KPNA2P3,10.4211
ESYT2,10.4204
SACM1L,10.4166
RALB,10.4127
RFC1,10.4111
PLPP6,10.4057
ELAVL1,10.3962
POLR1C,10.3954
MARCH5,10.3932
NECAP1,10.3901
YTHDC1,10.3835
NOC4L,10.3817
DKC1,10.3812
LAMB1,10.3764
SRCAP,10.3762
C11orf71,10.3725
GRAMD1A,10.3722
POLR1E,10.3658
PSMG1,10.3649
FAM174A,10.3597
TSEN54,10.3558
DNTTIP1,10.3528
SMAD3,10.3478
RRP1,10.3422
TRADD,10.3416
FBXO18,10.3416
NCOA5,10.3348
RP11-458F8.4,10.3344
BAG1,10.332
EDEM3,10.3317
CRIPAK,10.3309
BIVM,10.3274
XKR8,10.3256
MAPRE1,10.3235
ARVCF,10.3198
C11orf98,10.3196
COA6,10.3183
KLF11,10.3147
PKDCC,10.3106
APTX,10.3097
TRIM55,10.3062
IFI27,10.3045
RP11-223I10.1,10.3017
ZBTB7A,10.3015
EMG1,10.298
PLEKHH3,10.296
POLR3E,10.2938
TPP2,10.2897
AKTIP,10.2872
GPLD1,10.2861
AP3S2,10.2791
ZC3H12A,10.2785
ZNF274,10.2769
G6PC3,10.2754
ELF1,10.2717
MAGEH1,10.2691
CACYBP,10.268
MOGAT3,10.2625
C14orf159,10.261
MRPL30,10.2566
LSM1,10.2525
RIPK4,10.2509
C21orf2,10.2505
IGKV3-11,10.2486
MT-TE,10.2465
ZDHHC18,10.2463
ICMT,10.2458
WNK1,10.2438
U2SURP,10.2434
RUFY1,10.235
MOB2,10.229
PIGQ,10.228
TBL1XR1,10.2237
ERCC1,10.217
ERN1,10.2053
MAPKAPK3,10.2031
MCM3AP,10.1993
DMTN,10.1934
NABP2,10.1915
CHMP7,10.1901
CD320,10.1858
DPT,10.1795
CTC-524C5.2,10.1757
TESK1,10.1697
PLGLB2,10.1672
ZHX2,10.1635
NUBP1,10.1634
HINT3,10.1629
LSM3,10.1577
UGT1A9,10.1558
CTD-3184A7.4,10.1545
SF3A3,10.1495
KCTD21,10.1491
TNPO2,10.1477
TCEA2,10.1472
CAAP1,10.147
SP1,10.1467
SSBP4,10.1447
DSCR3,10.1336
HBA1,10.131
SELENON,10.1266
MRPL1,10.1265
SCARNA12,10.1262
RHOQ,10.1262
ANKS4B,10.1259
MED18,10.122
IPO4,10.1174
PPP1R18,10.1084
STYX,10.1063
FASTKD2,10.1057
CNOT9,10.1051
INMT,10.097
PPWD1,10.0948
AFF1,10.0932
C1orf50,10.0902
GBP2,10.0879
CASP7,10.0857
PIDD1,10.0854
PIP4K2B,10.0843
MEAF6,10.084
PHACTR4,10.0814
TNKS2,10.0787
VAPB,10.0775
ZFAS1,10.0762
NQO2,10.0752
SNHG17,10.0749
GLE1,10.0738
NIFK,10.0708
PDSS2,10.0697
MRS2,10.0618
GPN3,10.0583
ZRANB1,10.0581
ADGRL2,10.0546
DBNL,10.0536
ARID1A,10.0425
ZNF207,10.0402
TAB1,10.04
TMEM27,10.0392
NDFIP2,10.0305
PIAS4,10.028
INTS14,10.0266
AQP7,10.0248
ALG8,10.0195
IKBKB,10.019
IL10RB,10.0181
LARP1B,10.0156
NAB1,10.0148
TPGS1,10.0143
PEX11A,10.0058
MAST2,10.0046
NEIL2,10.0037
FARSB,10.0033
CHPF2,10.002
ABCB8,10.0008
GCSH,9.99015
PELP1,9.98567
XPNPEP1,9.98395
AVPR1A,9.97207
TBC1D10A,9.96682
SULT1E1,9.96643
ABHD11,9.96424
PARP2,9.96377
RYK,9.96313
DUSP22,9.95822
RP11-488L18.4,9.95818
CNDP1,9.958
TNRC18,9.95481
APBA3,9.94818
TTC37,9.94361
DEF8,9.93207
GPN1,9.93045
HMBS,9.92935
THAP11,9.92859
ZNF691,9.92202
PLEKHG3,9.91989
MCTS1,9.91633
CFLAR,9.91324
RTCA,9.91092
SLC39A13,9.90914
YIPF5,9.90814
SLC11A2,9.90312
CAPS,9.90164
SSH3,9.90037
ZMYND19,9.89744
C11orf52,9.89676
CKS2,9.89449
ATP2B4,9.89289
NKG7,9.89141
NUS1,9.88824
MORC2,9.88744
RAB29,9.88483
TOMM5,9.88229
FZD4,9.87624
WASF2,9.87598
TNPO3,9.87362
PSMD5,9.8677
PPIL3,9.86713
FGFR1OP2,9.85348
RPL22L1,9.84816
SPECC1L,9.83864
C19orf54,9.83775
RNFT1,9.83731
COPS9,9.83432
NCOA2,9.83091
NAAA,9.8281
CRBN,9.82008
WIZ,9.81611
USP33,9.81591
GTF2IP20,9.81567
MAFK,9.81479
OXSR1,9.81066
PRPF4,9.80855
RBM33,9.80845
ERBIN,9.80252
XYLB,9.80061
RPS27L,9.79604
PAFAH1B2,9.79553
WDR55,9.78975
EIF3M,9.78047
UQCC1,9.78039
MYADM,9.77965
SLC35A2,9.77521
DDA1,9.77506
C18orf21,9.77184
SLC8B1,9.77163
DCTN4,9.76934
LINC00667,9.76319
KIAA0895L,9.75651
ADORA2A-AS1,9.75288
EXT2,9.74944
SP3,9.74355
TOR3A,9.74336
LY6G5B,9.7396
BCCIP,9.73837
ESAM,9.73796
AVEN,9.73421
SIRT5,9.73007
S100A4,9.72885
AC005336.4,9.72823
INPP5K,9.72721
STYXL1,9.72074
SDAD1,9.71268
TMEM204,9.70996
CSNK2A2,9.70958
STX12,9.70821
PUM3,9.70763
PELO,9.70413
SLC25A16,9.70097
VPS11,9.70092
TCF7L2,9.70064
CPSF4,9.69613
RNASE1,9.69341
ABCB7,9.68791
KLHL12,9.6871
ATF7IP2,9.6858
FIP1L1,9.67615
SGSH,9.67262
FAM109A,9.67244
ATP6V1C1,9.67196
PIGH,9.67017
UNC93B1,9.66707
MTERF2,9.66681
NUPL2,9.66646
CES4A,9.66299
MIEF1,9.66275
CTNS,9.66213
LRP6,9.66206
SH3GLB1,9.66055
EPS15,9.65946
TMEM143,9.657
DCAF15,9.65641
SYNJ2BP,9.65473
TPR,9.65061
SLC35E2B,9.63684
GHDC,9.63663
XPO7,9.63383
ANAPC7,9.6291
ITPKC,9.62774
TANK,9.62698
UBE2I,9.60797
ZSWIM7,9.60686
KPNA3,9.6061
RAB11B-AS1,9.60443
RFWD2,9.60437
NCOR1,9.60194
MEF2D,9.59934
ANKH,9.59454
HCN3,9.59373
CEP95,9.59221
UGCG,9.58939
MAST3,9.58849
C16orf91,9.58582
GSAP,9.58123
HIPK2,9.58089
RPUSD3,9.57655
SLC25A32,9.57467
KLHL21,9.57008
MUC3A,9.56571
SNX33,9.55841
THOC1,9.5526
REEP3,9.55159
SETD7,9.55012
TMEM45B,9.54702
NUP153,9.54205
PEX13,9.53465
SUGP1,9.53408
FAM65A,9.5305
SELENOM,9.52889
NUP98,9.52084
ATF2,9.5208
BTN3A1,9.51912
CCDC137,9.51738
MTND1P23,9.51387
PRMT5,9.51304
DPH2,9.5123
USP39,9.50641
NAPG,9.50562
ZNF282,9.49657
ATG4A,9.49592
PCDH1,9.48903
LIMK2,9.48465
HSD17B12,9.48382
CH507-42P11.8,9.47847
FAM65C,9.47177
SELENOI,9.47027
PRKAB1,9.46918
EXOSC8,9.46305
NCK1,9.45126
PLIN3,9.44599
BECN1,9.44175
PRRC2B,9.44041
MEG3,9.42558
AC092066.1,9.42496
TMX3,9.42474
LINC01558,9.42363
PPP1R37,9.41889
RP13-104F24.3,9.41859
PXN,9.41834
BAMBI,9.4155
SCOC,9.41338
HLA-DPB1,9.40775
MIGA2,9.40427
AP1AR,9.39792
EPB41,9.39784
PLEKHB2,9.39408
C6orf203,9.39327
MS4A6A,9.39277
HHLA3,9.38844
SLC22A10,9.38663
CCND2P1,9.38285
USP35,9.38114
AUTS2,9.37932
CDR2,9.37473
BPTFP1,9.37205
MAPK1IP1L,9.37025
NDUFV3,9.36851
RP11-273B20.1,9.36648
LMBR1L,9.36576
DNAJC11,9.36539
DYNC1I2,9.36354
LAPTM4B,9.36287
TBL1X,9.36157
COG1,9.35499
HLA-DMA,9.34805
NDUFAF2,9.34685
SLC25A29,9.34633
BCL2L12,9.3454
PARP4,9.34298
PREP,9.34129
RP11-524F11.1,9.34115
ZBTB5,9.34019
NFYB,9.33923
PPME1,9.3369
SMIM12,9.33052
KDM6B,9.31893
CCDC125,9.31808
BRIX1,9.31166
FBXW2,9.31137
DCAF7,9.31079
DTYMK,9.31004
LNX2,9.30302
HSPB6,9.30241
C2orf74,9.29889
SURF6,9.29278
FLAD1,9.29105
FBXL12,9.28979
CD27-AS1,9.28726
POLR3H,9.28678
CCDC9,9.2848
LRRC42,9.26829
LUM,9.264
RCC2,9.26391
MPI,9.25965
CCNH,9.25684
HYAL2,9.25284
ZHX1,9.24858
SEC22B,9.24399
FNTA,9.24205
GART,9.24191
ERO1B,9.23998
KIAA0930,9.23977
MARC1,9.23836
CLEC3B,9.2341
TNFSF13,9.23268
MBNL3,9.23194
MRI1,9.23106
IGKV4-1,9.22825
RP11-130L8.2,9.22819
ABL1,9.22794
MFAP1,9.22705
XPA,9.22374
WIPI1,9.22137
SMAD4,9.22017
PPARGC1A,9.21635
RP11-254I22.3,9.21544
SNHG7,9.2134
NFIX,9.20875
GTPBP1,9.20373
KIAA0922,9.20195
HNRNPR,9.20172
TMEM186,9.20082
MLH1,9.20037
PPL,9.19843
NUDCD3,9.1977
HLA-DRB5,9.19458
SETD2,9.18743
ACTL6A,9.186
TMEM181,9.18302
ZNF281,9.18238
IDUA,9.18142
MAP2K4,9.17384
CARS,9.16478
SPPL3,9.16416
ATG4D,9.16397
LYSMD3,9.16237
GOLT1B,9.16151
AIMP2,9.16075
CLK4,9.15891
ADGRE5,9.14967
NFIA,9.14711
DHX34,9.14632
TMOD1,9.14576
SLC17A3,9.14106
MMACHC,9.14072
NAE1,9.1377
HMGB2,9.13563
TLE2,9.13204
PLEK2,9.13095
ARRDC2,9.13094
SPIN1,9.12938
PRELP,9.12539
RBBP6,9.12325
PRKAR2A,9.12162
USP21,9.11919
GTF3C1,9.11912
ZNF3,9.11212
PRKAG2-AS1,9.10798
HCLS1,9.10737
FAM46A,9.10596
MINDY1,9.1056
ARMC1,9.10437
GYS1,9.10402
NR2C1,9.10148
TMEM138,9.09933
TBCC,9.09781
AP1M1,9.09733
TSPAN12,9.09518
C20orf27,9.09496
ILF3-AS1,9.09331
HMGB1P6,9.08922
EZH1,9.08396
GOPC,9.08307
FSTL1,9.08041
TRIM21,9.07996
DOCK6,9.07862
AMDHD2,9.07634
SLC9A8,9.07387
ABT1,9.06912
ZNF189,9.06415
TMEM131,9.06186
EIF2S1,9.05935
ARMC10,9.05889
TPRKB,9.04771
ADCY6,9.04653
MIS12,9.04474
DST,9.04268
RAB43,9.03914
CTNNBL1,9.03859
SAP25,9.03354
TMEM261,9.02931
ATG16L2,9.02777
COQ6,9.02774
RPS6KA4,9.02127
PCNX3,9.02055
OPA1,9.01643
PIP4K2C,9.0153
TMEM177,9.01515
ASB8,9.01498
EMC8,9.01267
PNPLA8,9.00995
PARN,9.00724
SFSWAP,9.00387
SERTAD3,9.00275
BFAR,9.00205
TGFB1,8.99936
ZNF276,8.99701
TMEM14B,8.9966
STARD4,8.99356
GLTP,8.99094
PPP1R8,8.99062
SH3BP4,8.98993
ADCK5,8.98958
AMMECR1L,8.98659
TRIM4,8.98218
RANBP2,8.98066
FADS1,8.98062
STK19B,8.97795
MESDC2,8.97561
TMX4,8.97495
GAR1,8.97381
PSKH1,8.96882
SLC30A5,8.96355
RRAGC,8.95999
PYGB,8.95865
SOX13,8.9565
PSMG3,8.95601
ZNHIT2,8.9551
DLGAP4,8.9544
ENTPD4,8.94932
ATXN2,8.94925
SNHG9,8.94061
CANT1,8.93507
MTMR12,8.93447
TRAPPC8,8.93007
TXNL4B,8.92897
CABIN1,8.92789
SLC26A1,8.92744
BTG2,8.92466
ENOPH1,8.9206
DDX55,8.91985
ARL5B,8.91638
CCNT2,8.91279
PCYT1A,8.9119
CCDC3,8.90713
CPPED1,8.90475
MAPK1,8.9043
MAPRE2,8.90427
ATAD1,8.89892
EP300,8.88626
NR3C1,8.88459
FUBP1,8.88443
PLSCR3,8.88366
BRD1,8.88206
FAM129B,8.88143
NOL6,8.88035
INTS5,8.87878
TM4SF1,8.87507
DAGLB,8.87204
SLC17A5,8.87086
MCAT,8.86866
RHOBTB3,8.86663
KLHL5,8.86639
LIG4,8.86438
SF3B3,8.86355
NT5DC1,8.86333
TRAPPC12,8.86086
CHCHD3,8.85813
ARFGEF2,8.8557
DUSP5,8.85383
SCMH1,8.8519
ARHGEF7,8.84846
PPTC7,8.84451
ZCCHC6,8.84053
TMEM25,8.83968
HCFC1,8.83876
AC104809.2,8.83309
TRIB2,8.83091
CLCC1,8.83079
SIN3B,8.83076
FEM1B,8.83003
FANCC,8.82859
TMEM223,8.82321
SIK3,8.82313
FRG1,8.82261
TAT-AS1,8.81904
IPO5P1,8.81617
MYLK,8.81354
CXCR4,8.81267
ISYNA1,8.80897
NARF,8.80587
MBD2,8.80228
SART3,8.80037
HMGN4,8.7979
RSU1,8.79626
B3GALT6,8.79121
CCDC22,8.78833
FAM120AOS,8.78802
GRK5,8.7823
PCGF5,8.78113
WDFY1,8.78039
UBXN8,8.77827
RABL6,8.77408
GLI4,8.77261
REEP4,8.77239
NR5A2,8.76715
ERLIN2,8.76657
FOXO1,8.75755
EDNRB,8.7499
NGDN,8.74865
ZNF408,8.74637
DHX29,8.74453
NCKIPSD,8.74445
DCAF12,8.74391
RGS12,8.74232
CACTIN,8.73653
AP3M1,8.73625
H2AFJ,8.73609
KLF13,8.73194
USP48,8.73148
RPE,8.72939
SLC33A1,8.7236
PDCD7,8.72112
TADA2B,8.71824
NRAS,8.71724
ZCCHC17,8.71701
RPF2,8.71378
FAM58A,8.71181
USP11,8.71175
ST7,8.71079
CTSS,8.71071
MDM2,8.70406
UBE2D4,8.7025
HNF1A,8.69954
NIPA2,8.69861
PAOX,8.69853
IGLV1-51,8.69785
PFKFB3,8.69769
RAB33B,8.69665
OTUD4,8.69455
ABCC9,8.69046
DPP3,8.69042
SPINK1,8.67808
EIF2B3,8.6779
RFTN1,8.67497
H2AFX,8.67083
SMARCA4,8.66254
SMARCE1,8.66148
PRPF18,8.66075
RNF207,8.66046
NUDT14,8.655
PRKD2,8.65363
C6orf1,8.65138
TFPT,8.64911
GOLGA3,8.64594
UFSP2,8.64373
ANGEL1,8.64342
FKBP9,8.64285
OSMR,8.64198
APOL3,8.63981
GEM,8.63752
LINC00659,8.63721
VPS45,8.63581
TAOK2,8.63506
IP6K1,8.63476
NR1D2,8.6319
ATP11C,8.62945
DYNC1H1,8.62786
RUSC1-AS1,8.62739
SHF,8.6265
CPSF6,8.6239
HIKESHI,8.61786
NHSL1,8.61371
STX2,8.61362
RFK,8.61285
PTPRK,8.61243
THEM4,8.61226
AMOTL2,8.61216
SMAD5,8.61207
CISD1,8.61189
IPO8,8.61115
THAP12,8.61075
ARV1,8.60874
RAB9A,8.60627
IL27,8.59184
EPHA2,8.5898
AL161668.5,8.58864
USP4,8.5876
ZPR1,8.58563
NRTN,8.5846
TMEM245,8.58266
VAMP1,8.57383
DRAM2,8.57005
SUDS3,8.5674
CCL2,8.56731
PPIL4,8.56127
WRAP73,8.5606
PYCRL,8.55909
ITPR2,8.55879
PPIAP22,8.55777
HNF1B,8.55563
AIFM2,8.55508
MAP7D1,8.55187
DYSF,8.55098
ANKRD13A,8.5463
TNFRSF10D,8.54542
SEM1,8.54412
MRC1,8.53106
ATMIN,8.5309
PLA2G15,8.53088
KBTBD2,8.52921
CLDN7,8.52829
TOR1AIP2,8.5271
GAS2,8.52626
LRWD1,8.52478
CTD-2336O2.1,8.52359
TMX1,8.52218
RP11-299G20.5,8.51712
ATP7B,8.51694
PARVA,8.51649
CCDC71,8.5065
CYB561,8.50649
COMMD5,8.50593
IPO13,8.50212
TMEM184B,8.50066
FAAH2,8.49703
PGP,8.49079
DPH7,8.47802
CDK5RAP2,8.47365
VKORC1L1,8.47363
RP11-298J23.10,8.46889
ASPN,8.46457
PER3,8.46187
CREBBP,8.46079
GSE1,8.45968
SMTN,8.45854
NSUN5,8.45732
ASAP3,8.45713
PAFAH2,8.45706
ARRDC4,8.45683
RP11-977G19.5,8.45041
RNF44,8.45002
FBXW11,8.44783
WDR75,8.44712
NDUFAF7,8.4439
ORAI1,8.44376
RP11-135F9.3,8.43483
PRPF40A,8.43011
DYNC1LI1,8.42991
LYPLAL1,8.42477
PLTP,8.42374
LRSAM1,8.42241
TBX15,8.42089
C5AR1,8.42083
SMARCC1,8.42068
NBPF15,8.4204
THAP5,8.41888
FAM219A,8.41555
LL22NC03-80A10.6,8.41385
ATP6V1D,8.41242
USP20,8.41032
COQ3,8.40991
CLCN6,8.4081
RP11-575L7.8,8.40778
WDR11,8.40739
SLC35E1,8.40666
SLC19A3,8.4044
USPL1,8.40281
RPA1,8.40109
PUSL1,8.39923
CSF3R,8.39904
FANCL,8.39705
CC2D1B,8.39516
AC004967.7,8.39379
GPN2,8.39101
TCAIM,8.38951
UBR2,8.38931
RALGPS2,8.38728
MAD2L1BP,8.38624
UGGT1,8.37903
ACSS3,8.37878
ATF6,8.37812
KLHL36,8.3779
RBKS,8.37566
MCM3,8.37392
TMEM183A,8.37012
SH3BP5L,8.36924
THAP9-AS1,8.36906
NUP50,8.36275
TMPO,8.36115
PPP1R3E,8.35733
CTDSPL,8.35458
CUL7,8.35271
SESN1,8.35095
CEBPZOS,8.35071
FAM134B,8.34777
CDK13,8.3476
SMAD7,8.34696
MICAL3,8.34335
FAM149A,8.33647
ANKRD17,8.33524
SETD1B,8.33414
TRIT1,8.3285
HMGA1,8.32683
PIGBOS1,8.32306
UROS,8.3211
ELP6,8.31429
CHD2,8.31379
PRPSAP2,8.30275
TFIP11,8.30022
ZNF205,8.29569
TATDN2,8.29017
SEC31B,8.28543
SMYD5,8.28354
MBL1P,8.28206
TBL3,8.27866
PPP4R1,8.27832
MARCKS,8.27496
IFNAR2,8.2748
NUGGC,8.27458
IKZF5,8.27299
TRIM44,8.27026
SENP6,8.26988
SCAF8,8.26963
FAM98C,8.26959
URI1,8.26944
GDF2,8.26487
HPS4,8.26423
PKP4,8.25867
SUSD6,8.25693
TMEM69,8.25667
SPEN,8.25575
CBFB,8.25317
TINAGL1,8.25208
MTRR,8.24885
BZW2,8.24787
PLD2,8.24753
C2orf68,8.2445
NUP54,8.24179
MYH10,8.23822
RAD9A,8.23663
ADSS,8.23556
GSTM4,8.23419
DDX50,8.23169
COPS8,8.23158
RP11-540B6.6,8.23136
PPP2R5B,8.23084
FXN,8.22939
RP4-635E18.8,8.22845
FBLN5,8.22791
FSTL3,8.22738
PPP1R9B,8.22581
CHURC1,8.22273
RCOR3,8.21876
ELL,8.2153
ECM2,8.21458
GJA4,8.21264
CXADR,8.21235
MAP3K3,8.21124
PTK2B,8.21122
TRIM5,8.21026
ZNHIT3,8.21017
MARK4,8.20333
SLC39A11,8.19834
TRIM22,8.19575
ST3GAL4,8.193
TMEM101,8.1882
TMEM128,8.18467
FAM111A,8.17864
NAT10,8.17634
MED30,8.17568
CCDC152,8.17512
MYO1E,8.17405
ZNF592,8.17116
ANKRD40,8.16946
PRRC1,8.16428
FAM168A,8.16223
EARS2,8.16151
TCERG1,8.16105
RORA,8.16102
PRUNE1,8.16016
AKAP9,8.15417
RSPRY1,8.14984
PPT1,8.14932
RCC1,8.14831
GTPBP3,8.14593
NARS2,8.14165
HEXA,8.13967
KAT5,8.13963
ALKBH6,8.13921
HDAC5,8.13839
VPS54,8.13767
KCTD5,8.1373
RNF213,8.13515
JMJD7,8.13268
GNAQ,8.13263
OGFOD2,8.13171
C10orf76,8.12824
SNHG16,8.11994
KLF16,8.11938
NMT2,8.11823
ACOT4,8.11779
ASH2L,8.11351
PCID2,8.11275
CLIP1,8.10609
TMEM47,8.10502
NEK7,8.10412
NAP1L1,8.09859
SKIV2L2,8.09701
CIZ1,8.09494
TJAP1,8.09262
PIGO,8.09149
PKD1,8.09047
RP5-849H19.3,8.08936
VIPAS39,8.08807
UBN1,8.0865
AJUBA,8.08648
RNF4,8.08217
JMJD4,8.07849
TSPAN31,8.07187
UNC119,8.07099
OARD1,8.07093
TBCD,8.07023
SHOC2,8.06836
GRAMD3,8.06544
TMEM104,8.06368
RPSAP58,8.06143
CHCHD4,8.05751
MDC1,8.05648
ZNF706,8.054
ZMYM3,8.04597
LINC01767,8.04581
TVP23B,8.04471
SLC4A1AP,8.04245
NIF3L1,8.03983
GLRX2,8.03139
ADCY9,8.0295
UTP6,8.02589
TRPM7,8.02567
ADRA1B,8.02553
HLA-K,8.02012
GCLM,8.01758
TIMELESS,8.01515
KMT2E-AS1,8.01441
HIRIP3,8.01304
SLC5A9,8.01068
CSF1,8.00791
DLG1,8.0058
CTD-2583A14.8,8.00545
B3GNT2,8.0041
CDC14B,8.00304
KRIT1,7.99852
SCARF1,7.9936
FAM229A,7.9918
MRPL50,7.98941
IDS,7.98878
RP11-256L6.3,7.98835
ZNF384,7.98641
FBXO21,7.98537
MMP24-AS1,7.98427
RUSC2,7.98354
LAMA5-AS1,7.98265
ADCK2,7.98168
TBC1D23,7.97923
EHBP1L1,7.97741
SLC52A2,7.97479
SIRT6,7.9737
NDUFA9,7.9681
JCHAIN,7.96743
NARFL,7.9653
UBR3,7.96442
AIF1,7.95862
KLB,7.95717
UBLCP1,7.95107
CD2AP,7.95086
LPAL2,7.95075
GOLGA2P5,7.94777
TREX1,7.94775
NFU1,7.94656
AAGAB,7.94627
RP11-1148L6.8,7.94515
PMM2,7.94068
SPRED2,7.93274
AGTRAP,7.93055
SNAPC4,7.92661
CAD,7.92467
COPS2,7.92435
MRM2,7.92379
CDK5,7.92237
ABCD1,7.92121
NUDT15,7.91841
AEN,7.91738
SH2B3,7.91462
FBXO38,7.91057
IGHV3-23,7.90933
RP11-328K4.1,7.90864
RP11-546D6.3,7.90848
BPNT1,7.90774
MMP14,7.90554
HBP1,7.90227
NUDT12,7.89982
SYS1,7.89769
CKB,7.89596
TLK1,7.89451
WAPL,7.89334
FRMD8,7.88893
SNX11,7.88868
CPEB4,7.88553
PTPRH,7.88249
RP11-390F4.3,7.88082
RAB2B,7.87965
ATG101,7.87586
CLASP1,7.87531
SRPX,7.86985
GATB,7.86607
CKS1B,7.85946
KMT5A,7.85895
FEZ2,7.85797
ZNF747,7.84881
ETS1,7.84713
TRMU,7.84624
SRI,7.84417
RPA3,7.844
RP11-658F2.8,7.84139
FASTKD5,7.84034
FOXO3,7.83908
WDR24,7.83846
COL4A3BP,7.83779
PHF3,7.83747
UBE2V2,7.83574
LRRC40,7.83413
L3HYPDH,7.83288
RAPGEF2,7.83259
SCAF11,7.83042
PTPMT1,7.83018
LRP5L,7.83012
GSTA4,7.8301
WDR33,7.82892
SRPK1,7.82637
ZNF33A,7.82569
BCL2L13,7.82487
TRIM35,7.82357
NUDT7,7.8226
IGHJ3,7.8192
ANKRA2,7.81783
RANBP6,7.81781
ELP3,7.81458
RBM15B,7.81241
PHF11,7.81135
SPAG5,7.81046
SECISBP2,7.81016
BRPF3,7.81004
C1orf53,7.80643
CNST,7.80378
NDUFAF4,7.79949
SLC30A9,7.79791
XRCC3,7.79744
SOCS6,7.79643
CAPN2,7.79523
CHRNB1,7.79498
PCF11,7.79452
DHRS12,7.79381
PTGES3P1,7.79309
TRIM56,7.79268
TM2D2,7.78763
SEPT11,7.78618
KIAA1522,7.7856
PDCD10,7.78327
RPAIN,7.78302
DNAJC30,7.78154
IGHMBP2,7.78052
MADD,7.77878
SLC2A3,7.77384
SLC22A5,7.77383
SMC3,7.77116
WWC2,7.77009
YTHDC2,7.76881
EFNB1,7.7673
GMDS,7.76322
ZC3HC1,7.76111
ZFYVE1,7.7609
TMEM80,7.75949
CLMN,7.75697
BLOC1S6,7.75365
POLE,7.75153
MT1DP,7.75025
OSBPL11,7.74966
MT-TL1,7.74637
IL15RA,7.74349
CNTROB,7.74279
RUFY3,7.74151
SPIDR,7.7412
METRN,7.73986
MORC3,7.73941
ARHGAP12,7.73923
PITPNM1,7.73923
MFSD9,7.73613
PRRG4,7.73439
CDKN2AIPNL,7.73054
ABTB2,7.7208
FRAT1,7.72048
YBEY,7.72038
DMPK,7.71817
KPNA1,7.71633
USP24,7.71465
OFD1,7.71124
MTX1,7.71098
ODF2,7.70782
CCDC82,7.70426
BAHD1,7.69851
RECQL5,7.69708
KMT5B,7.69504
FUK,7.6927
IMPACT,7.69214
RWDD2B,7.69009
MINOS1,7.68988
DOT1L,7.68865
CCDC59,7.68538
GPR107,7.68537
USP36,7.67951
DEPTOR,7.67863
NAGK,7.67855
CD40,7.67552
PELI1,7.67409
PEX2,7.67321
ZBTB17,7.67296
BLMH,7.67052
RBM19,7.67043
GON7,7.66918
ELFN1,7.66891
TSEN15,7.66448
SETD1A,7.65929
RBPMS2,7.65924
SPRY4,7.65864
GFRA1,7.65669
ZNF784,7.65571
SOD3,7.65532
PAK1IP1,7.6539
IGLV1-40,7.64924
PCGF1,7.64879
CTNNAL1,7.64775
RBM26,7.64716
TRPM8,7.64697
ENPEP,7.64637
MFAP3L,7.64624
UPP1,7.64513
RNF214,7.64492
NEURL4,7.64416
LINC00116,7.64049
