test_compound,reference_drug,reference_ltkbid,reference_dilirank,reference_category,tanimoto_similarity
Hyperforin,Mebanazine,LT01508,vMost-DILI-concern,DILI_positive,0.057971014492753624
Hyperforin,Mebendazole,LT00308,vLess-DILI-concern,DILI_positive,0.056179775280898875
Hyperforin,Mefenamic acid,LT00116,vMost-DILI-concern,DILI_positive,0.0641025641025641
Hyperforin,Mefloquine hydrochloride,LT01514,vLess-DILI-concern,DILI_positive,0.08602150537634409
Hyperforin,Meloxicam,LT00117,vLess-DILI-concern,DILI_positive,0.06382978723404255
Hyperforin,Melphalan,LT01517,vLess-DILI-concern,DILI_positive,0.08860759493670886
Hyperforin,Memantine hydrochloride,LT01908,vLess-DILI-concern,DILI_positive,0.08823529411764706
Hyperforin,Mepazine,LT02110,vMost-DILI-concern,DILI_positive,0.05952380952380952
Hyperforin,Mepivacaine hydrochloride,LT00822,vLess-DILI-concern,DILI_positive,0.0975609756097561
Hyperforin,Mercaptopurine,LT00003,vMost-DILI-concern,DILI_positive,0.0136986301369863
Hyperforin,Meropenem,LT01525,vLess-DILI-concern,DILI_positive,0.11702127659574468
Hyperforin,Mesalamine,LT00414,vLess-DILI-concern,DILI_positive,0.07042253521126761
Hyperforin,Metaxalone,LT00841,vLess-DILI-concern,DILI_positive,0.0875
Hyperforin,Metformin hydrochloride,LT00119,vLess-DILI-concern,DILI_positive,0.043478260869565216
Hyperforin,Methazolamide,LT01532,vLess-DILI-concern,DILI_positive,0.08974358974358974
Hyperforin,Methimazole,LT00580,vMost-DILI-concern,DILI_positive,0.02857142857142857
Hyperforin,Methotrexate sodium,LT00026,vMost-DILI-concern,DILI_positive,0.07547169811320754
Hyperforin,Methoxsalen,LT01537,vLess-DILI-concern,DILI_positive,0.04938271604938271
Hyperforin,Methyldopa,LT00121,vMost-DILI-concern,DILI_positive,0.09210526315789473
Hyperforin,Methylphenidate hydrochloride,LT01545,vLess-DILI-concern,DILI_positive,0.0963855421686747
Hyperforin,Methylprednisolone,LT00478,vLess-DILI-concern,DILI_positive,0.15053763440860216
Hyperforin,Methyltestosterone,LT00222,vLess-DILI-concern,DILI_positive,0.12195121951219512
Hyperforin,Metoclopramide hydrochloride,LT01549,vLess-DILI-concern,DILI_positive,0.06593406593406594
Hyperforin,Metoprolol tartrate,LT00309,vLess-DILI-concern,DILI_positive,0.11494252873563218
Hyperforin,Metronidazole,LT00584,vLess-DILI-concern,DILI_positive,0.06329113924050633
Hyperforin,Mexiletine hydrochloride,LT01553,vMost-DILI-concern,DILI_positive,0.0821917808219178
Hyperforin,Micafungin sodium,LT01187,vMost-DILI-concern,DILI_positive,0.08695652173913043
Hyperforin,Mifepristone,LT00184,vLess-DILI-concern,DILI_positive,0.0970873786407767
Hyperforin,Milnacipran hydrochloride,LT01263,vMost-DILI-concern,DILI_positive,0.13924050632911392
Hyperforin,Minocycline hydrochloride,LT00416,vMost-DILI-concern,DILI_positive,0.13131313131313133
Hyperforin,Mirtazapine,LT01560,vLess-DILI-concern,DILI_positive,0.06976744186046512
Hyperforin,Mitomycin,LT00588,vLess-DILI-concern,DILI_positive,0.13043478260869565
Hyperforin,Mitoxantrone hydrochloride,LT01565,vLess-DILI-concern,DILI_positive,0.075
Hyperforin,Modafinil,LT00589,vLess-DILI-concern,DILI_positive,0.08108108108108109
Hyperforin,Montelukast sodium,LT02007,vLess-DILI-concern,DILI_positive,0.12280701754385964
Hyperforin,Moxifloxacin hydrochloride,LT02008,vLess-DILI-concern,DILI_positive,0.08490566037735849
Hyperforin,Moxisylyte,LT01574,vMost-DILI-concern,DILI_positive,0.10843373493975904
Hyperforin,Mycophenolate mofetil,LT01288,vLess-DILI-concern,DILI_positive,0.14
Hyperforin,Nafcillin sodium,LT01583,vLess-DILI-concern,DILI_positive,0.09900990099009901
Hyperforin,Nandrolone phenpropionate,LT02121,vMost-DILI-concern,DILI_positive,0.1111111111111111
Hyperforin,Naproxen,LT00593,vLess-DILI-concern,DILI_positive,0.10666666666666667
Hyperforin,Nefazodone hydrochloride,LT00124,vMost-DILI-concern,DILI_positive,0.05660377358490566
Hyperforin,Nelarabine,LT01233,vLess-DILI-concern,DILI_positive,0.07608695652173914
Hyperforin,Nelfinavir mesylate,LT01012,vLess-DILI-concern,DILI_positive,0.09482758620689655
Hyperforin,Nevirapine,LT00260,vMost-DILI-concern,DILI_positive,0.08045977011494253
Hyperforin,Niacin,LT00312,vMost-DILI-concern,DILI_positive,0.056338028169014086
Hyperforin,Nialamide,LT01594,vMost-DILI-concern,DILI_positive,0.05747126436781609
Hyperforin,Nifedipine,LT00313,vLess-DILI-concern,DILI_positive,0.08333333333333333
Hyperforin,Nilotinib hydrochloride,LT00607,vMost-DILI-concern,DILI_positive,0.05042016806722689
Hyperforin,Nilutamide,LT01600,vMost-DILI-concern,DILI_positive,0.08045977011494253
Hyperforin,Nimesulide,LT00314,vMost-DILI-concern,DILI_positive,0.045454545454545456
Hyperforin,Nintedanib esylate,LT03718,vMost-DILI-concern,DILI_positive,0.06779661016949153
Hyperforin,Niperotidine,LT01602,vMost-DILI-concern,DILI_positive,0.0761904761904762
Hyperforin,Nitrefazole,LT01854,vMost-DILI-concern,DILI_positive,0.0625
Hyperforin,Nitrofurantoin,LT00125,vMost-DILI-concern,DILI_positive,0.06976744186046512
Hyperforin,Nizatidine,LT00315,vLess-DILI-concern,DILI_positive,0.061855670103092786
Hyperforin,Nomifensine,LT01611,vMost-DILI-concern,DILI_positive,0.04819277108433735
Hyperforin,Norfloxacin,LT01614,vLess-DILI-concern,DILI_positive,0.0989010989010989
Hyperforin,Nortriptyline hydrochloride,LT01615,vMost-DILI-concern,DILI_positive,0.09090909090909091
Hyperforin,Obeticholic acid,LT03603,vMost-DILI-concern,DILI_positive,0.13186813186813187
Hyperforin,Octreotide acetate,LT01618,vLess-DILI-concern,DILI_positive,0.09848484848484848
Hyperforin,Ofloxacin,LT01620,vLess-DILI-concern,DILI_positive,0.08247422680412371
Hyperforin,Olanzapine,LT00259,vLess-DILI-concern,DILI_positive,0.043478260869565216
Hyperforin,Olaparib,LT03722,vLess-DILI-concern,DILI_positive,0.08
Hyperforin,Olmesartan medoxomil,LT01102,vLess-DILI-concern,DILI_positive,0.058333333333333334
Hyperforin,Olsalazine sodium,LT00126,vLess-DILI-concern,DILI_positive,0.05333333333333334
Hyperforin,Omeprazole,LT00206,vLess-DILI-concern,DILI_positive,0.04081632653061224
Hyperforin,Ondansetron hydrochloride,LT01619,vLess-DILI-concern,DILI_positive,0.0967741935483871
Hyperforin,Orlistat,LT02216,vMost-DILI-concern,DILI_positive,0.12631578947368421
Hyperforin,Oseltamivir phosphate,LT02210,vLess-DILI-concern,DILI_positive,0.10989010989010989
Hyperforin,Osimertinib mesylate,LT03727,vLess-DILI-concern,DILI_positive,0.0847457627118644
Hyperforin,Oxacillin sodium,LT01624,vLess-DILI-concern,DILI_positive,0.08823529411764706
Hyperforin,Oxaliplatin,LT01181,vMost-DILI-concern,DILI_positive,0.07692307692307693
Hyperforin,Oxandrolone,LT00845,vMost-DILI-concern,DILI_positive,0.10714285714285714
Hyperforin,Oxaprozin,LT00429,vLess-DILI-concern,DILI_positive,0.06172839506172839
Hyperforin,Oxcarbazepine,LT01056,vLess-DILI-concern,DILI_positive,0.08974358974358974
Hyperforin,Oxybutynin chloride,LT02084,vLess-DILI-concern,DILI_positive,0.08695652173913043
Hyperforin,Oxycodone hydrochloride,LT00979,vLess-DILI-concern,DILI_positive,0.08163265306122448
Hyperforin,Oxymetholone,LT00235,vMost-DILI-concern,DILI_positive,0.11627906976744186
Hyperforin,Oxyphenisatin,LT00690,vMost-DILI-concern,DILI_positive,0.07894736842105263
Hyperforin,Paclitaxel,LT00430,vLess-DILI-concern,DILI_positive,0.12
Hyperforin,Palbociclib,LT03594,vLess-DILI-concern,DILI_positive,0.11538461538461539
Hyperforin,Paliperidone,LT01252,vLess-DILI-concern,DILI_positive,0.08333333333333333
Hyperforin,Pantoprazole sodium,LT00606,vLess-DILI-concern,DILI_positive,0.0594059405940594
Hyperforin,Papaverine hydrochloride,LT01637,vMost-DILI-concern,DILI_positive,0.03488372093023256
Hyperforin,Paroxetine hydrochloride,LT00128,vLess-DILI-concern,DILI_positive,0.06315789473684211
Hyperforin,Pazopanib hydrochloride,LT00672,vMost-DILI-concern,DILI_positive,0.037037037037037035
Hyperforin,Pemoline,LT00246,vMost-DILI-concern,DILI_positive,0.05263157894736842
Hyperforin,Penicillamine,LT00488,vLess-DILI-concern,DILI_positive,0.07462686567164178
Hyperforin,Penicillin g benzathine,LT01646,vLess-DILI-concern,DILI_positive,0.11702127659574468
Hyperforin,Pentamidine isethionate,LT00129,vLess-DILI-concern,DILI_positive,0.07228915662650602
Hyperforin,Pentostatin,LT01651,vMost-DILI-concern,DILI_positive,0.06521739130434782
Hyperforin,Perhexiline,LT00131,vMost-DILI-concern,DILI_positive,0.08333333333333333
Hyperforin,Perphenazine,LT01655,vLess-DILI-concern,DILI_positive,0.043478260869565216
Hyperforin,Pexidartinib hydrochloride,LT03735,vMost-DILI-concern,DILI_positive,0.039603960396039604
Hyperforin,Phenelzine sulfate,LT01657,vLess-DILI-concern,DILI_positive,0.05333333333333334
Hyperforin,Phenobarbital sodium,LT00030,vLess-DILI-concern,DILI_positive,0.0875
Hyperforin,Phenoxypropazine,LT00703,vMost-DILI-concern,DILI_positive,0.0821917808219178
Hyperforin,Phenytoin,LT00032,vMost-DILI-concern,DILI_positive,0.05555555555555555
Hyperforin,Pioglitazone hydrochloride,LT00134,vLess-DILI-concern,DILI_positive,0.08695652173913043
Hyperforin,Pipamazine,LT00697,vMost-DILI-concern,DILI_positive,0.07291666666666667
Hyperforin,Pirfenidone,LT03550,vMost-DILI-concern,DILI_positive,0.05405405405405406
Hyperforin,Piroxicam,LT01679,vLess-DILI-concern,DILI_positive,0.06666666666666667
Hyperforin,Pirprofen,LT01680,vMost-DILI-concern,DILI_positive,0.11392405063291139
Hyperforin,Pomalidomide,LT02883,vMost-DILI-concern,DILI_positive,0.08333333333333333
Hyperforin,Posaconazole,LT01254,vMost-DILI-concern,DILI_positive,0.10655737704918032
Hyperforin,Pralnacasan,LT00698,vMost-DILI-concern,DILI_positive,0.07692307692307693
Hyperforin,Prasugrel hydrochloride,LT00665,vLess-DILI-concern,DILI_positive,0.09
Hyperforin,Pravastatin sodium,LT00186,vLess-DILI-concern,DILI_positive,0.11764705882352941
Hyperforin,Prednisolone,LT00612,vLess-DILI-concern,DILI_positive,0.15384615384615385
Hyperforin,Prednisone,LT00180,vLess-DILI-concern,DILI_positive,0.13043478260869565
Hyperforin,Pregabalin,LT01154,vLess-DILI-concern,DILI_positive,0.11764705882352941
Hyperforin,Procainamide hydrochloride,LT01699,vLess-DILI-concern,DILI_positive,0.075
Hyperforin,Procarbazine hydrochloride,LT00614,vLess-DILI-concern,DILI_positive,0.1038961038961039
Hyperforin,Prochlorperazine maleate,LT00437,vLess-DILI-concern,DILI_positive,0.08333333333333333
Hyperforin,Progesterone,LT00192,vLess-DILI-concern,DILI_positive,0.14285714285714285
Hyperforin,Promethazine hydrochloride,LT00205,vLess-DILI-concern,DILI_positive,0.06329113924050633
Hyperforin,Propafenone hydrochloride,LT01705,vLess-DILI-concern,DILI_positive,0.08695652173913043
Hyperforin,Propofol,LT01708,vLess-DILI-concern,DILI_positive,0.09230769230769231
Hyperforin,Propoxyphene hydrochloride,LT00083,vLess-DILI-concern,DILI_positive,0.09195402298850575
Hyperforin,Propylthiouracil,LT00136,vMost-DILI-concern,DILI_positive,0.06756756756756757
Hyperforin,Pyrazinamide,LT00166,vLess-DILI-concern,DILI_positive,0.056338028169014086
Hyperforin,Pyridostigmine bromide,LT02081,vLess-DILI-concern,DILI_positive,0.06329113924050633
Hyperforin,Pyrimethamine,LT01716,vLess-DILI-concern,DILI_positive,0.037037037037037035
Hyperforin,Quetiapine fumarate,LT00267,vLess-DILI-concern,DILI_positive,0.07
Hyperforin,Quinapril hydrochloride,LT01723,vLess-DILI-concern,DILI_positive,0.10309278350515463
Hyperforin,Quinidine gluconate,LT01725,vLess-DILI-concern,DILI_positive,0.10714285714285714
Hyperforin,Quinine sulfate,LT01923,vLess-DILI-concern,DILI_positive,0.08653846153846154
Hyperforin,Rabeprazole sodium,LT00264,vLess-DILI-concern,DILI_positive,0.04
Hyperforin,Raloxifene hydrochloride,LT00183,vLess-DILI-concern,DILI_positive,0.0707070707070707
Hyperforin,Raltegravir potassium,LT00642,vMost-DILI-concern,DILI_positive,0.07547169811320754
Hyperforin,Ramipril,LT01726,vLess-DILI-concern,DILI_positive,0.10204081632653061
Hyperforin,Ranitidine hydrochloride,LT00138,vLess-DILI-concern,DILI_positive,0.06382978723404255
Hyperforin,Regorafenib,LT02433,vMost-DILI-concern,DILI_positive,0.05714285714285714
Hyperforin,Remdesivir,LT03819,vLess-DILI-concern,DILI_positive,0.10743801652892562
Hyperforin,Remifentanil hydrochloride,LT00987,vLess-DILI-concern,DILI_positive,0.09782608695652174
Hyperforin,Repaglinide,LT01002,vLess-DILI-concern,DILI_positive,0.08823529411764706
Hyperforin,Ribavirin,LT01730,vLess-DILI-concern,DILI_positive,0.08333333333333333
Hyperforin,Ribociclib succinate,LT03606,vMost-DILI-concern,DILI_positive,0.10091743119266056
Hyperforin,Rifabutin,LT00139,vLess-DILI-concern,DILI_positive,0.13740458015267176
Hyperforin,Rifampin,LT00034,vMost-DILI-concern,DILI_positive,0.11538461538461539
Hyperforin,Rilpivirine hydrochloride,LT02352,vLess-DILI-concern,DILI_positive,0.04081632653061224
Hyperforin,Riluzole,LT01731,vMost-DILI-concern,DILI_positive,0.011904761904761904
Hyperforin,Risperidone,LT01735,vLess-DILI-concern,DILI_positive,0.06481481481481481
Hyperforin,Ritonavir,LT01737,vMost-DILI-concern,DILI_positive,0.06557377049180328
Hyperforin,Rivaroxaban,LT02390,vLess-DILI-concern,DILI_positive,0.09183673469387756
Hyperforin,Rivastigmine tartrate,LT01016,vLess-DILI-concern,DILI_positive,0.09090909090909091
Hyperforin,Rizatriptan benzoate,LT01026,vLess-DILI-concern,DILI_positive,0.06862745098039216
Hyperforin,Ropinirole hydrochloride,LT00990,vLess-DILI-concern,DILI_positive,0.0963855421686747
Hyperforin,Rosiglitazone maleate,LT00140,vLess-DILI-concern,DILI_positive,0.10101010101010101
Hyperforin,Rosuvastatin calcium,LT01928,vLess-DILI-concern,DILI_positive,0.0970873786407767
Hyperforin,Salsalate,LT01684,vLess-DILI-concern,DILI_positive,0.06578947368421052
Hyperforin,Saquinavir mesylate,LT01746,vLess-DILI-concern,DILI_positive,0.088
Hyperforin,Saxagliptin hydrochloride,LT00667,vLess-DILI-concern,DILI_positive,0.10112359550561797
Hyperforin,Semaglutide,LT03759,vLess-DILI-concern,DILI_positive,0.06060606060606061
Hyperforin,Sertraline hydrochloride,LT00625,vLess-DILI-concern,DILI_positive,0.05952380952380952
Hyperforin,Sibutramine hydrochloride,LT00988,vLess-DILI-concern,DILI_positive,0.08641975308641975
Hyperforin,Sildenafil citrate,LT01033,vLess-DILI-concern,DILI_positive,0.06666666666666667
Hyperforin,Simvastatin,LT00142,vLess-DILI-concern,DILI_positive,0.09900990099009901
Hyperforin,Sirolimus,LT00443,vLess-DILI-concern,DILI_positive,0.1079136690647482
Hyperforin,Sitagliptin phosphate,LT01251,vLess-DILI-concern,DILI_positive,0.09
Hyperforin,Sitaxsentan,LT02449,vMost-DILI-concern,DILI_positive,0.08823529411764706
Hyperforin,Solifenacin succinate,LT01191,vLess-DILI-concern,DILI_positive,0.07216494845360824
Hyperforin,Sorafenib tosylate,LT01241,vMost-DILI-concern,DILI_positive,0.05405405405405406
Hyperforin,Spironolactone,LT00143,vLess-DILI-concern,DILI_positive,0.1276595744680851
Hyperforin,Stavudine,LT00144,vMost-DILI-concern,DILI_positive,0.08536585365853659
Hyperforin,Succimer,LT01766,vLess-DILI-concern,DILI_positive,0.08333333333333333
Hyperforin,suloctidil,LT01816,vMost-DILI-concern,DILI_positive,0.07142857142857142
Hyperforin,Sulfacarbamide,LT00699,vMost-DILI-concern,DILI_positive,0.05405405405405406
Hyperforin,Sulfadiazine,LT00146,vLess-DILI-concern,DILI_positive,0.05194805194805195
Hyperforin,Sulfamethizole,LT01933,vLess-DILI-concern,DILI_positive,0.03614457831325301
Hyperforin,Sulfasalazine,LT00147,vMost-DILI-concern,DILI_positive,0.05319148936170213
Hyperforin,Sulfathiazole,LT00632,vMost-DILI-concern,DILI_positive,0.036585365853658534
Hyperforin,Sulindac,LT00148,vMost-DILI-concern,DILI_positive,0.08888888888888889
Hyperforin,Sunitinib malate,LT00565,vMost-DILI-concern,DILI_positive,0.0990990990990991
Hyperforin,Tacrolimus,LT00448,vLess-DILI-concern,DILI_positive,0.11023622047244094
Hyperforin,Tadalafil,LT01129,vLess-DILI-concern,DILI_positive,0.06862745098039216
Hyperforin,Tamoxifen citrate,LT00152,vMost-DILI-concern,DILI_positive,0.06315789473684211
Hyperforin,Tamsulosin hydrochloride,LT00982,vLess-DILI-concern,DILI_positive,0.061224489795918366
Hyperforin,Tasosartan,LT00687,vMost-DILI-concern,DILI_positive,0.07
Hyperforin,Telithromycin,LT01944,vMost-DILI-concern,DILI_positive,0.1044776119402985
Hyperforin,Telmisartan,LT02063,vLess-DILI-concern,DILI_positive,0.05504587155963303
Hyperforin,Temozolomide,LT00153,vLess-DILI-concern,DILI_positive,0.075
Hyperforin,Teniposide,LT01786,vLess-DILI-concern,DILI_positive,0.08333333333333333
Hyperforin,Tenofovir disoproxil fumarate,LT02224,vLess-DILI-concern,DILI_positive,0.09615384615384616
Hyperforin,Terbinafine hydrochloride,LT00634,vMost-DILI-concern,DILI_positive,0.056179775280898875
Hyperforin,Terbutaline sulfate,LT00877,vLess-DILI-concern,DILI_positive,0.08974358974358974
Hyperforin,Teriflunomide,LT02397,vMost-DILI-concern,DILI_positive,0.07317073170731707
Hyperforin,Teriparatide acetate,LT00932,vLess-DILI-concern,DILI_positive,0.07017543859649122
Hyperforin,Testosterone enanthate,LT00223,vMost-DILI-concern,DILI_positive,0.125
Hyperforin,Tetrabamate,LT01858,vMost-DILI-concern,DILI_positive,0.10810810810810811
Hyperforin,Thalidomide,LT00450,vLess-DILI-concern,DILI_positive,0.09210526315789473
Hyperforin,Thiabendazole,LT00635,vMost-DILI-concern,DILI_positive,0.012048192771084338
Hyperforin,Thioguanine,LT00452,vLess-DILI-concern,DILI_positive,0.012658227848101266
Hyperforin,Thioridazine hydrochloride,LT00451,vLess-DILI-concern,DILI_positive,0.05154639175257732
Hyperforin,Thiotepa,LT01804,vLess-DILI-concern,DILI_positive,0.015625
Hyperforin,Ticlopidine hydrochloride,LT00227,vMost-DILI-concern,DILI_positive,0.046511627906976744
Hyperforin,Ticrynafen,LT00636,vMost-DILI-concern,DILI_positive,0.08235294117647059
Hyperforin,Tigecycline,LT01222,vMost-DILI-concern,DILI_positive,0.125
Hyperforin,Tilbroquinol,LT00691,vMost-DILI-concern,DILI_positive,0.05063291139240506
Hyperforin,Tinidazole,LT00637,vLess-DILI-concern,DILI_positive,0.047619047619047616
Hyperforin,Tipranavir,LT01220,vMost-DILI-concern,DILI_positive,0.09482758620689655
Hyperforin,Tizanidine hydrochloride,LT00155,vMost-DILI-concern,DILI_positive,0.045454545454545456
Hyperforin,Tolazamide,LT00266,vLess-DILI-concern,DILI_positive,0.07407407407407407
Hyperforin,Tolcapone,LT00156,vMost-DILI-concern,DILI_positive,0.07407407407407407
Hyperforin,Tolmetin sodium,LT01820,vLess-DILI-concern,DILI_positive,0.08641975308641975
Hyperforin,Tolrestat,LT01822,vMost-DILI-concern,DILI_positive,0.06451612903225806
Hyperforin,Tolterodine tartrate,LT01011,vLess-DILI-concern,DILI_positive,0.10227272727272728
Hyperforin,Tolvaptan,LT00661,vMost-DILI-concern,DILI_positive,0.1
Hyperforin,Topiramate,LT00455,vLess-DILI-concern,DILI_positive,0.09302325581395349
Hyperforin,Tramadol hydrochloride,LT01827,vLess-DILI-concern,DILI_positive,0.09090909090909091
Hyperforin,Trametinib dimethyl sulfoxide,LT02903,vLess-DILI-concern,DILI_positive,0.0782608695652174
Hyperforin,Trandolapril,LT01828,vLess-DILI-concern,DILI_positive,0.10204081632653061
Hyperforin,Tranylcypromine sulfate,LT01829,vLess-DILI-concern,DILI_positive,0.08333333333333333
Hyperforin,Trazodone hydrochloride,LT01830,vLess-DILI-concern,DILI_positive,0.0625
Hyperforin,Tretinoin,LT00338,vLess-DILI-concern,DILI_positive,0.13414634146341464
Hyperforin,Triacetyldiphenolisatin,LT00700,vMost-DILI-concern,DILI_positive,0.10843373493975904
Hyperforin,Triamterene,LT01833,vLess-DILI-concern,DILI_positive,0.025
Hyperforin,Trifluoperazine hydrochloride,LT00457,vLess-DILI-concern,DILI_positive,0.042105263157894736
Hyperforin,Trimethoprim,LT01842,vLess-DILI-concern,DILI_positive,0.047619047619047616
Hyperforin,Triptorelin pamoate,LT00460,vLess-DILI-concern,DILI_positive,0.08333333333333333
Hyperforin,Troglitazone,LT00168,vMost-DILI-concern,DILI_positive,0.12244897959183673
Hyperforin,Trovafloxacin mesylate,LT00645,vMost-DILI-concern,DILI_positive,0.08653846153846154
Hyperforin,Ulipristal acetate,LT02443,vLess-DILI-concern,DILI_positive,0.11650485436893204
Hyperforin,Valaciclovir,LT01856,vLess-DILI-concern,DILI_positive,0.10752688172043011
Hyperforin,Valdecoxib,LT01971,vLess-DILI-concern,DILI_positive,0.03488372093023256
Hyperforin,Valproic acid,LT00160,vMost-DILI-concern,DILI_positive,0.09375
Hyperforin,Valsartan,LT01857,vLess-DILI-concern,DILI_positive,0.07920792079207921
Hyperforin,Vancomycin hydrochloride,LT00161,vLess-DILI-concern,DILI_positive,0.09467455621301775
Hyperforin,Varenicline tartrate,LT01242,vLess-DILI-concern,DILI_positive,0.08641975308641975
Hyperforin,Vemurafenib,LT02435,vLess-DILI-concern,DILI_positive,0.0660377358490566
Hyperforin,Venetoclax,LT03786,vLess-DILI-concern,DILI_positive,0.08108108108108109
Hyperforin,Venlafaxine hydrochloride,LT00174,vLess-DILI-concern,DILI_positive,0.08433734939759036
Hyperforin,Verapamil hydrochloride,LT00332,vLess-DILI-concern,DILI_positive,0.0625
Hyperforin,Vinblastine sulfate,LT00177,vLess-DILI-concern,DILI_positive,0.09219858156028368
Hyperforin,Vincristine sulfate,LT01862,vLess-DILI-concern,DILI_positive,0.10714285714285714
Hyperforin,Vitamin A palmitate,LT00162,vLess-DILI-concern,DILI_positive,0.1368421052631579
Hyperforin,Voriconazole,LT01097,vMost-DILI-concern,DILI_positive,0.08421052631578947
Hyperforin,Vortioxetine hydrobromide,LT02902,vLess-DILI-concern,DILI_positive,0.03409090909090909
Hyperforin,Warfarin sodium,LT00647,vLess-DILI-concern,DILI_positive,0.11904761904761904
Hyperforin,Xenazoic acid,LT01867,vMost-DILI-concern,DILI_positive,0.08235294117647059
Hyperforin,Ximelagatran,LT02033,vMost-DILI-concern,DILI_positive,0.08333333333333333
Hyperforin,Zafirlukast,LT01869,vMost-DILI-concern,DILI_positive,0.08695652173913043
Hyperforin,Zanubrutinib,LT03600,vMost-DILI-concern,DILI_positive,0.06542056074766354
Hyperforin,Zidovudine,LT00163,vMost-DILI-concern,DILI_positive,0.08695652173913043
Hyperforin,Zileuton,LT00649,vMost-DILI-concern,DILI_positive,0.08641975308641975
Hyperforin,Zimelidine,LT01874,vMost-DILI-concern,DILI_positive,0.07142857142857142
Hyperforin,Ziprasidone hydrochloride,LT01017,vLess-DILI-concern,DILI_positive,0.0784313725490196
Hyperforin,Zoledronic acid,LT01088,vLess-DILI-concern,DILI_positive,0.038461538461538464
Hyperforin,Zonisamide,LT00165,vLess-DILI-concern,DILI_positive,0.0379746835443038
Hyperforin,Abaloparatide,LT03618,vNo-DILI-concern,DILI_negative,0.06369426751592357
Hyperforin,Acetylcholine chloride,LT02096,vNo-DILI-concern,DILI_negative,0.08823529411764706
Hyperforin,Acetylcysteine,LT01041,vNo-DILI-concern,DILI_negative,0.10294117647058823
Hyperforin,Adenosine,LT01047,vNo-DILI-concern,DILI_negative,0.056818181818181816
Hyperforin,Agalsidase beta,LT02385,vNo-DILI-concern,DILI_negative,0.07766990291262135
Hyperforin,Albuterol,LT01051,vNo-DILI-concern,DILI_negative,0.0875
Hyperforin,Alfentanil hydrochloride,LT00925,vNo-DILI-concern,DILI_negative,0.10204081632653061
Hyperforin,Almotriptan malate,LT01053,vNo-DILI-concern,DILI_negative,0.09803921568627451
Hyperforin,Alvimopan,LT01215,vNo-DILI-concern,DILI_negative,0.13131313131313133
Hyperforin,Ambenonium chloride,LT01629,vNo-DILI-concern,DILI_negative,0.08536585365853659
Hyperforin,Amifampridine,LT03376,vNo-DILI-concern,DILI_negative,0.014492753623188406
Hyperforin,Amifostine,LT01067,vNo-DILI-concern,DILI_negative,0.039473684210526314
Hyperforin,Amikacin sulfate,LT01068,vNo-DILI-concern,DILI_negative,0.07476635514018691
Hyperforin,Aminocaproic acid,LT01071,vNo-DILI-concern,DILI_negative,0.05970149253731343
Hyperforin,Aminohippurate sodium,LT00054,vNo-DILI-concern,DILI_negative,0.06578947368421052
Hyperforin,Aminophylline,LT00711,vNo-DILI-concern,DILI_negative,0.0625
Hyperforin,Ammonium chloride,LT02067,vNo-DILI-concern,DILI_negative,0.0
Hyperforin,Angiotensin ii acetate,LT02229,vNo-DILI-concern,DILI_negative,0.09154929577464789
Hyperforin,Apalutamide,LT03622,vNo-DILI-concern,DILI_negative,0.09174311926605505
Hyperforin,Apomorphine hydrochloride,LT02217,vNo-DILI-concern,DILI_negative,0.07954545454545454
Hyperforin,Apremilast,LT03623,vNo-DILI-concern,DILI_negative,0.08653846153846154
Hyperforin,Argatroban,LT01030,vNo-DILI-concern,DILI_negative,0.08849557522123894
Hyperforin,Arginine hydrochloride,LT02077,vNo-DILI-concern,DILI_negative,0.06756756756756757
Hyperforin,Argipressin,LT02331,vNo-DILI-concern,DILI_negative,0.07246376811594203
Hyperforin,Atracurium,LT00917,vNo-DILI-Concern,DILI_negative,0.09375
Hyperforin,Atropine,LT00511,vNo-DILI-concern,DILI_negative,0.10843373493975904
Hyperforin,Avanafil,LT02440,vNo-DILI-concern,DILI_negative,0.07894736842105263
Hyperforin,Avatrombopag maleate,LT03629,vNo-DILI-concern,DILI_negative,0.05785123966942149
Hyperforin,Azilsartan kamedoxomil,LT03630,vNo-DILI-concern,DILI_negative,0.06722689075630252
Hyperforin,Bacitracin,LT02059,vNo-DILI-concern,DILI_negative,0.07272727272727272
Hyperforin,Baloxavir marboxil,LT03631,vNo-DILI-concern,DILI_negative,0.09090909090909091
Hyperforin,Bendamustine hydrochloride,LT00659,vNo-DILI-concern,DILI_negative,0.06382978723404255
Hyperforin,Benzphetamine hydrochloride,LT00832,vNo-DILI-concern,DILI_negative,0.06756756756756757
Hyperforin,Benztropine mesylate,LT01123,vNo-DILI-concern,DILI_negative,0.08433734939759036
Hyperforin,Betaine,LT02189,vNo-DILI-concern,DILI_negative,0.09523809523809523
Hyperforin,Bethanechol chloride,LT00730,vNo-DILI-concern,DILI_negative,0.1
Hyperforin,Betrixaban,LT03798,vNo-DILI-concern,DILI_negative,0.07
Hyperforin,Biperiden hydrochloride,LT00817,vNo-DILI-concern,DILI_negative,0.05555555555555555
Hyperforin,Bisacodyl,LT02190,vNo-DILI-concern,DILI_negative,0.10126582278481013
Hyperforin,Bivalirudin,LT01027,vNo-DILI-concern,DILI_negative,0.09523809523809523
Hyperforin,Brexanolone,LT03639,vNo-DILI-concern,DILI_negative,0.125
Hyperforin,Brexpiprazole,LT03640,vNo-DILI-concern,DILI_negative,0.04807692307692308
